gene	sample_1	sample_2	status	value_1	value_2	significant
AT1G02475	WT	hy5	OK	15.8203	12.1702	no
AT1G02480	WT	hy5	NOTEST	0	0	no
AT1G02490	WT	hy5	NOTEST	0	0	no
AT1G02500	WT	hy5	OK	71.7299	32.6785	yes
AT1G02510	WT	hy5	NOTEST	0	0	no
AT1G02520	WT	hy5	NOTEST	0.130157	0.146549	no
AT1G02530	WT	hy5	NOTEST	0	0	no
AT1G02540	WT	hy5	NOTEST	0	0	no
AT1G02550	WT	hy5	NOTEST	0	0	no
AT1G02560	WT	hy5	OK	53.4157	44.8831	no
AT1G02570	WT	hy5	NOTEST	5.2429	0	no
AT1G02575	WT	hy5	NOTEST	0	0	no
AT1G02580	WT	hy5	NOTEST	0	0	no
AT1G02590	WT	hy5	NOTEST	0	0	no
AT1G02600	WT	hy5	NOTEST	0	0	no
AT1G02610	WT	hy5	NOTEST	1.97559	1.96808	no
AT1G02620	WT	hy5	NOTEST	0	0	no
AT1G02630	WT	hy5	NOTEST	0	0	no
AT1G02640	WT	hy5	NOTEST	4.09495	1.38334	no
AT1G02650	WT	hy5	NOTEST	0.529465	0	no
AT1G02660	WT	hy5	NOTEST	2.72888	2.44371	no
AT1G02670	WT	hy5	NOTEST	0	0	no
AT1G02680	WT	hy5	NOTEST	0	5.27757	no
AT1G02681	WT	hy5	NOTEST	0	0	no
AT1G02690	WT	hy5	NOTEST	1.79295	1.33795	no
AT1G02700	WT	hy5	NOTEST	0.577235	0	no
AT1G02710	WT	hy5	NOTEST	3.30849	0	no
AT1G02720	WT	hy5	NOTEST	4.30468	4.2581	no
AT1G02730	WT	hy5	NOTEST	3.04068	6.24015	no
AT1G02740	WT	hy5	NOTEST	2.42341	4.17244	no
AT1G02750	WT	hy5	NOTEST	2.20202	0.883834	no
AT1G02760	WT	hy5	NOTEST	0	0	no
AT1G02770	WT	hy5	NOTEST	0.994808	1.17187	no
AT1G02780	WT	hy5	OK	177.708	180.35	no
AT1G02790	WT	hy5	NOTEST	0	0	no
AT1G02800	WT	hy5	NOTEST	0	0.688689	no
AT1G02810	WT	hy5	NOTEST	2.44345	1.74447	no
AT1G02813	WT	hy5	NOTEST	0	0	no
AT1G02816	WT	hy5	NOTEST	12.7378	7.00672	no
AT1G02820	WT	hy5	NOTEST	10.8929	5.35178	no
AT1G02830	WT	hy5	NOTEST	0	0	no
AT1G02840	WT	hy5	OK	10.4754	17.4898	no
AT1G02850	WT	hy5	OK	4.86787	15.6668	yes
AT1G02860	WT	hy5	NOTEST	2.43466	2.27909	no
AT1G02870	WT	hy5	OK	9.37815	6.77149	no
AT1G02880	WT	hy5	NOTEST	3.50221	4.63104	no
AT1G02890	WT	hy5	NOTEST	3.11467	9.09454	no
AT1G02900	WT	hy5	OK	45.7992	14.6108	no
AT1G02910	WT	hy5	NOTEST	4.34283	9.64882	no
AT1G02920	WT	hy5	OK	3.54002	20.5058	no
AT1G02930	WT	hy5	OK	6.78157	32.3444	yes
AT1G02940	WT	hy5	NOTEST	0	0	no
AT1G02950	WT	hy5	NOTEST	1.81776	0.681818	no
AT1G02952	WT	hy5	NOTEST	2.75734	3.35593	no
AT1G02960	WT	hy5	NOTEST	0	2.6854	no
AT1G02965	WT	hy5	NOTEST	0	0	no
AT1G02970	WT	hy5	NOTEST	0	0.32518	no
AT1G02980	WT	hy5	NOTEST	0	0	no
AT1G02990	WT	hy5	NOTEST	0.333707	1.11407	no
AT1G03000	WT	hy5	NOTEST	2.0445	3.81427	no
AT1G03010	WT	hy5	NOTEST	0	0.378588	no
AT1G03020	WT	hy5	NOTEST	16.313	0	no
AT1G03022	WT	hy5	NOTEST	0	0	no
AT1G03030	WT	hy5	NOTEST	2.53251	4.64461	no
AT1G03040	WT	hy5	NOTEST	1.2233	2.76121	no
AT1G03050	WT	hy5	NOTEST	0	0	no
AT1G03055	WT	hy5	NOTEST	2.18786	0.750627	no
AT1G03060	WT	hy5	NOTEST	0.475063	2.54673	no
AT1G03070	WT	hy5	NOTEST	0	0	no
AT1G03080	WT	hy5	NOTEST	0.513937	3.73012	no
AT1G03090	WT	hy5	NOTEST	1.65581	6.1142	no
AT1G03100	WT	hy5	NOTEST	0	0.928294	no
AT1G03103	WT	hy5	NOTEST	0	0	no
AT1G03106	WT	hy5	NOTEST	0	0	no
AT1G03110	WT	hy5	NOTEST	1.99155	0.776358	no
AT1G03120	WT	hy5	NOTEST	0	0	no
AT1G03130	WT	hy5	OK	270.497	157.187	yes
AT1G03140	WT	hy5	OK	10.9548	18.269	no
AT1G03150	WT	hy5	NOTEST	5.54685	5.94808	no
AT1G03160	WT	hy5	NOTEST	0.946719	3.86765	no
AT1G03170	WT	hy5	NOTEST	0	0	no
AT1G03180	WT	hy5	NOTEST	0	0	no
AT1G03190	WT	hy5	NOTEST	0.200964	0.452608	no
AT1G03200	WT	hy5	NOTEST	0	0	no
AT1G03210	WT	hy5	NOTEST	1.68941	12.7656	no
AT1G03220	WT	hy5	OK	44.8989	20.1009	yes
AT1G03230	WT	hy5	OK	7.56907	15.5383	no
AT1G03240	WT	hy5	NOTEST	0	0	no
AT1G03250	WT	hy5	NOTEST	2.52524	5.47514	no
AT1G03260	WT	hy5	NOTEST	1.62359	2.35922	no
AT1G03270	WT	hy5	NOTEST	0	0.414429	no
AT1G03280	WT	hy5	NOTEST	4.09778	9.19395	no
AT1G03290	WT	hy5	NOTEST	2.64057	2.57255	no
AT1G03300	WT	hy5	NOTEST	0.263759	0.593951	no
AT1G03310	WT	hy5	NOTEST	2.32355	4.81143	no
AT1G03320	WT	hy5	NOTEST	0	0	no
AT1G03330	WT	hy5	OK	21.5425	10.0086	no
AT1G03340	WT	hy5	NOTEST	0.43597	0	no
AT1G03350	WT	hy5	NOTEST	6.41513	6.12228	no
AT1G03360	WT	hy5	NOTEST	3.14488	1.92858	no
AT1G03365	WT	hy5	NOTEST	0.364011	1.54013	no
AT1G03370	WT	hy5	NOTEST	2.32545	3.26605	no
AT1G03380	WT	hy5	NOTEST	3.75527	3.57623	no
AT1G03390	WT	hy5	NOTEST	0	0	no
AT1G03400	WT	hy5	NOTEST	2.32468	1.48012	no
AT1G03410	WT	hy5	NOTEST	0.173963	0.763442	no
AT1G03420	WT	hy5	OK	9.87971	11.7144	no
AT1G03430	WT	hy5	NOTEST	4.83216	1.48995	no
AT1G03440	WT	hy5	NOTEST	6.27455	2.67917	no
AT1G03445	WT	hy5	NOTEST	0	0	no
AT1G03457	WT	hy5	NOTEST	1.40379	1.31643	no
AT1G03470	WT	hy5	NOTEST	0.641565	0	no
AT1G03475	WT	hy5	OK	76.6327	62.6128	no
AT1G03490	WT	hy5	NOTEST	0	0	no
AT1G03495	WT	hy5	NOTEST	0.956297	1.02103	no
AT1G03502	WT	hy5	NOTEST	0	0	no
AT1G03506	WT	hy5	NOTEST	479.632	0	no
AT1G03510	WT	hy5	NOTEST	1.00156	0	no
AT1G03515	WT	hy5	NOTEST	0	0	no
AT1G03520	WT	hy5	NOTEST	0.387651	1.93938	no
AT1G03530	WT	hy5	NOTEST	0.530731	3.43149	no
AT1G03540	WT	hy5	NOTEST	0	0.330377	no
AT1G03545	WT	hy5	NOTEST	0	0	no
AT1G03550	WT	hy5	NOTEST	0	2.91682	no
AT1G03560	WT	hy5	NOTEST	1.57934	2.33021	no
AT1G03570	WT	hy5	NOTEST	0	0	no
AT1G03580	WT	hy5	NOTEST	1.04222	0	no
AT1G03590	WT	hy5	NOTEST	1.76266	4.74144	no
AT1G03600	WT	hy5	OK	187.395	143.944	no
AT1G03610	WT	hy5	NOTEST	11.8346	8.68901	no
AT1G03620	WT	hy5	NOTEST	0	0	no
AT1G03630	WT	hy5	OK	18.7041	29.0963	no
AT1G03640	WT	hy5	NOTEST	0	0	no
AT1G03650	WT	hy5	NOTEST	0.809068	0	no
AT1G03660	WT	hy5	NOTEST	0	0	no
AT1G03670	WT	hy5	NOTEST	0	0	no
AT1G03680	WT	hy5	OK	133.713	91.2937	yes
AT1G03687	WT	hy5	NOTEST	2.20817	2.54051	no
AT1G03700	WT	hy5	NOTEST	3.26776	0	no
AT1G03710	WT	hy5	NOTEST	0	0	no
AT1G03720	WT	hy5	NOTEST	0	0	no
AT1G03730	WT	hy5	NOTEST	6.08654	8.1087	no
AT1G03740	WT	hy5	NOTEST	2.16611	3.17025	no
AT1G03743	WT	hy5	NOTEST	0	0	no
AT1G03746	WT	hy5	NOTEST	0	0	no
AT1G03750	WT	hy5	NOTEST	0.198894	0.704006	no
AT1G03760	WT	hy5	NOTEST	0	0.455904	no
AT1G03770	WT	hy5	NOTEST	0	1.39654	no
AT1G03780	WT	hy5	NOTEST	0	0.004795	no
AT1G03790	WT	hy5	NOTEST	0	0	no
AT1G03800	WT	hy5	NOTEST	0	0	no
AT1G03810	WT	hy5	NOTEST	0	0	no
AT1G03820	WT	hy5	NOTEST	4.4994	2.50642	no
AT1G03830	WT	hy5	NOTEST	0	0.877259	no
AT1G03840	WT	hy5	NOTEST	0.688334	0	no
AT1G03850	WT	hy5	OK	17.7911	7.46133	no
AT1G03860	WT	hy5	OK	14.779	13.8346	no
AT1G03870	WT	hy5	OK	47.046	20.7747	yes
AT1G03880	WT	hy5	NOTEST	0	0	no
AT1G03890	WT	hy5	NOTEST	0	0	no
AT1G03900	WT	hy5	OK	31.7867	13.3915	yes
AT1G03905	WT	hy5	NOTEST	2.15133	0	no
AT1G03910	WT	hy5	OK	2.56006	13.2331	yes
AT1G03920	WT	hy5	NOTEST	0	0.696292	no
AT1G03930	WT	hy5	NOTEST	1.58695	3.26895	no
AT1G03935	WT	hy5	NOTEST	0	0	no
AT1G03940	WT	hy5	NOTEST	1.1844	0	no
AT1G03950	WT	hy5	NOTEST	0.543017	6.80871	no
AT1G03960	WT	hy5	NOTEST	0.220768	0.249054	no
AT1G03970	WT	hy5	NOTEST	2.02583	0.761144	no
AT1G03980	WT	hy5	NOTEST	0.737101	2.50723	no
AT1G03982	WT	hy5	NOTEST	0	0	no
AT1G03990	WT	hy5	NOTEST	0	0	no
AT1G04000	WT	hy5	NOTEST	3.13091	1.57786	no
AT1G04010	WT	hy5	NOTEST	1.81556	1.27299	no
AT1G04020	WT	hy5	NOTEST	0	0.63118	no
AT1G04030	WT	hy5	NOTEST	0.290567	0	no
AT1G04040	WT	hy5	OK	16.8838	14.6686	no
AT1G04050	WT	hy5	NOTEST	0.193127	0.417783	no
AT1G04070	WT	hy5	NOTEST	8.89684	1.24694	no
AT1G04080	WT	hy5	NOTEST	5.91124	9.87098	no
AT1G04090	WT	hy5	NOTEST	0	0	no
AT1G04100	WT	hy5	NOTEST	0.563223	1.8054	no
AT1G04110	WT	hy5	NOTEST	2.09744	0.55953	no
AT1G04120	WT	hy5	NOTEST	1.52586	3.18067	no
AT1G04130	WT	hy5	NOTEST	0.429305	1.22143	no
AT1G04140	WT	hy5	NOTEST	8.92432	5.84703	no
AT1G04150	WT	hy5	NOTEST	0	0	no
AT1G04160	WT	hy5	NOTEST	0.52872	0.422658	no
AT1G04170	WT	hy5	OK	14.4096	10.9931	no
AT1G04171	WT	hy5	NOTEST	0	0	no
AT1G04180	WT	hy5	NOTEST	0	0.652738	no
AT1G04190	WT	hy5	NOTEST	0.48835	4.6584	no
AT1G04200	WT	hy5	NOTEST	0.434539	3.32374	no
AT1G04210	WT	hy5	NOTEST	1.26841	3.66203	no
AT1G04220	WT	hy5	NOTEST	2.53472	2.50343	no
AT1G04230	WT	hy5	NOTEST	1.79353	4.48526	no
AT1G04240	WT	hy5	NOTEST	6.38854	4.40115	no
AT1G04250	WT	hy5	OK	41.3821	17.545	yes
AT1G04260	WT	hy5	NOTEST	16.3979	2.11125	no
AT1G04270	WT	hy5	OK	224.543	111.671	yes
AT1G04280	WT	hy5	NOTEST	3.20625	4.83369	no
AT1G04290	WT	hy5	NOTEST	3.59395	2.5323	no
AT1G04295	WT	hy5	OK	28.9437	34.9035	no
AT1G04300	WT	hy5	NOTEST	1.4854	4.44437	no
AT1G04310	WT	hy5	NOTEST	1.50113	2.56033	no
AT1G04320	WT	hy5	NOTEST	0	0	no
AT1G04330	WT	hy5	NOTEST	1.04175	0.76001	no
AT1G04340	WT	hy5	OK	19.7225	10.8311	no
AT1G04350	WT	hy5	OK	5.93721	23.1926	yes
AT1G04360	WT	hy5	NOTEST	1.71971	0	no
AT1G04370	WT	hy5	NOTEST	0	0	no
AT1G04380	WT	hy5	NOTEST	0	0	no
AT1G04390	WT	hy5	NOTEST	0	1.4534	no
AT1G04400	WT	hy5	OK	7.94974	22.2738	yes
AT1G04410	WT	hy5	OK	213.597	151.147	yes
AT1G04420	WT	hy5	OK	17.0518	15.7262	no
AT1G04425	WT	hy5	NOTEST	10.5489	14.7385	no
AT1G04430	WT	hy5	OK	10.7251	9.09573	no
AT1G04440	WT	hy5	NOTEST	4.13285	7.93498	no
AT1G04445	WT	hy5	NOTEST	0	0	no
AT1G04450	WT	hy5	NOTEST	0	0	no
AT1G04457	WT	hy5	NOTEST	0	0	no
AT1G04470	WT	hy5	NOTEST	0	0	no
AT1G04480	WT	hy5	OK	86.2428	103.96	no
AT1G04490	WT	hy5	NOTEST	0	0.978654	no
AT1G04500	WT	hy5	NOTEST	0	0	no
AT1G04501	WT	hy5	NOTEST	0	0	no
AT1G04510	WT	hy5	NOTEST	3.17651	0.299469	no
AT1G04520	WT	hy5	NOTEST	0.780345	4.48743	no
AT1G04530	WT	hy5	OK	15.778	23.7671	no
AT1G04540	WT	hy5	NOTEST	0.33659	0.831322	no
AT1G04550	WT	hy5	OK	18.2181	12.281	no
AT1G04555	WT	hy5	NOTEST	1.44722	0	no
AT1G04560	WT	hy5	NOTEST	0	1.8702	no
AT1G04570	WT	hy5	NOTEST	0.275637	0	no
AT1G04580	WT	hy5	NOTEST	0	0	no
AT1G04590	WT	hy5	NOTEST	0.460785	3.39687	no
AT1G04600	WT	hy5	NOTEST	0	0	no
AT1G04610	WT	hy5	NOTEST	0.663138	0.512905	no
AT1G04620	WT	hy5	NOTEST	3.34889	8.12888	no
AT1G04625	WT	hy5	LOWDATA	0	0	no
AT1G04630	WT	hy5	LOWDATA	7.18669	10.3981	no
AT1G04635	WT	hy5	NOTEST	1.99303	3.90741	no
AT1G04640	WT	hy5	OK	21.7591	14.4103	no
AT1G04645	WT	hy5	NOTEST	0	0	no
AT1G04650	WT	hy5	NOTEST	0	0.312206	no
AT1G04660	WT	hy5	NOTEST	0.879975	0	no
AT1G04670	WT	hy5	NOTEST	0	0	no
AT1G04680	WT	hy5	NOTEST	9.10362	7.78449	no
AT1G04684	WT	hy5	NOTEST	0	0	no
AT1G04690	WT	hy5	OK	19.0638	16.2367	no
AT1G04700	WT	hy5	NOTEST	0.388882	0	no
AT1G04710	WT	hy5	NOTEST	1.33386	2.09153	no
AT1G04720	WT	hy5	NOTEST	0	0	no
AT1G04730	WT	hy5	NOTEST	0.55402	0.487973	no
AT1G04750	WT	hy5	OK	39.7162	37.0335	no
AT1G04760	WT	hy5	NOTEST	0	0	no
AT1G04770	WT	hy5	NOTEST	8.05919	14.6507	no
AT1G04778	WT	hy5	NOTEST	0	0	no
AT1G04780	WT	hy5	NOTEST	0.852845	5.3994	no
AT1G04790	WT	hy5	NOTEST	0.413626	3.56282	no
AT1G04800	WT	hy5	OK	216.254	146.528	yes
AT1G04810	WT	hy5	NOTEST	5.71617	9.56871	no
AT1G04820	WT	hy5	OK	71.1692	36.529	yes
AT1G04830	WT	hy5	NOTEST	1.316	2.33109	no
AT1G04840	WT	hy5	NOTEST	0.265963	0.299457	no
AT1G04850	WT	hy5	NOTEST	5.33375	9.22259	no
AT1G04860	WT	hy5	NOTEST	0.889411	1.97365	no
AT1G04870	WT	hy5	NOTEST	3.09586	6.23152	no
AT1G04880	WT	hy5	NOTEST	0	0	no
AT1G04890	WT	hy5	NOTEST	0	0	no
AT1G04900	WT	hy5	NOTEST	0	1.95978	no
AT1G04910	WT	hy5	NOTEST	4.24571	2.42362	no
AT1G04920	WT	hy5	NOTEST	0	0	no
AT1G04930	WT	hy5	NOTEST	0	1.06461	no
AT1G04940	WT	hy5	OK	16.717	8.21599	no
AT1G04945	WT	hy5	NOTEST	0	0.754804	no
AT1G04950	WT	hy5	NOTEST	1.93576	1.69939	no
AT1G04960	WT	hy5	NOTEST	4.52588	10.2517	no
AT1G04970	WT	hy5	NOTEST	1.53079	5.36541	no
AT1G04980	WT	hy5	NOTEST	2.1314	3.56073	no
AT1G04985	WT	hy5	NOTEST	6.29394	6.35051	no
AT1G04990	WT	hy5	NOTEST	2.27345	4.632	no
AT1G05000	WT	hy5	OK	13.582	3.25027	no
AT1G05010	WT	hy5	OK	92.397	93.7015	no
AT1G05020	WT	hy5	NOTEST	1.09014	0.551281	no
AT1G05030	WT	hy5	NOTEST	0	2.21103	no
AT1G05040	WT	hy5	NOTEST	0	0	no
AT1G05055	WT	hy5	NOTEST	0	4.02378	no
AT1G05060	WT	hy5	NOTEST	4.15961	0.677701	no
AT1G05061	WT	hy5	NOTEST	0	0	no
AT1G05065	WT	hy5	NOTEST	18.0179	0	no
AT1G05070	WT	hy5	NOTEST	2.9665	12.0654	no
AT1G05080	WT	hy5	NOTEST	0	0	no
AT1G05085	WT	hy5	NOTEST	0	0	no
AT1G05090	WT	hy5	NOTEST	0	0	no
AT1G05100	WT	hy5	NOTEST	1.00269	0	no
AT1G05120	WT	hy5	NOTEST	1.11915	2.81628	no
AT1G05135	WT	hy5	OK	148.171	93.8732	yes
AT1G05136	WT	hy5	NOTEST	0	0	no
AT1G05140	WT	hy5	NOTEST	12.6437	7.75029	no
AT1G05150	WT	hy5	NOTEST	4.25083	5.85839	no
AT1G05160	WT	hy5	NOTEST	0	1.43468	no
AT1G05170	WT	hy5	NOTEST	0.862037	1.16899	no
AT1G05180	WT	hy5	NOTEST	3.37438	4.44558	no
AT1G05190	WT	hy5	OK	128.319	72.3551	yes
AT1G05200	WT	hy5	NOTEST	1.64191	4.91384	no
AT1G05205	WT	hy5	OK	33.513	8.06415	no
AT1G05210	WT	hy5	NOTEST	1.94528	0	no
AT1G05220	WT	hy5	NOTEST	2.10361	0	no
AT1G05230	WT	hy5	NOTEST	2.52857	3.19573	no
AT1G05240	WT	hy5	NOTEST	0	0	no
AT1G05250	WT	hy5	NOTEST	0	0	no
AT1G05260	WT	hy5	OK	14.2562	10.7235	no
AT1G05270	WT	hy5	OK	5.6302	19.0594	yes
AT1G05280	WT	hy5	NOTEST	0	0	no
AT1G05290	WT	hy5	NOTEST	0	0	no
AT1G05291	WT	hy5	NOTEST	0	0	no
AT1G05300	WT	hy5	NOTEST	1.124	2.90573	no
AT1G05310	WT	hy5	NOTEST	0.921665	0	no
AT1G05320	WT	hy5	NOTEST	1.57441	3.94325	no
AT1G05330	WT	hy5	NOTEST	0	0	no
AT1G05340	WT	hy5	NOTEST	5.25609	2.91232	no
AT1G05350	WT	hy5	NOTEST	2.11521	4.51808	no
AT1G05360	WT	hy5	NOTEST	0.404121	2.80285	no
AT1G05370	WT	hy5	NOTEST	0	0.44205	no
AT1G05380	WT	hy5	NOTEST	2.14534	2.96428	no
AT1G05385	WT	hy5	NOTEST	2.65679	11.521	no
AT1G05390	WT	hy5	NOTEST	0	0	no
AT1G05400	WT	hy5	NOTEST	0.736663	0	no
AT1G05410	WT	hy5	NOTEST	0.729964	3.43167	no
AT1G05420	WT	hy5	NOTEST	0	0	no
AT1G05430	WT	hy5	NOTEST	3.92299	10.1616	no
AT1G05440	WT	hy5	NOTEST	0	0.405978	no
AT1G05450	WT	hy5	NOTEST	0	0	no
AT1G05460	WT	hy5	NOTEST	0.386167	2.42608	no
AT1G05470	WT	hy5	NOTEST	0.656317	0.923404	no
AT1G05490	WT	hy5	NOTEST	0	0	no
AT1G05500	WT	hy5	NOTEST	2.88386	2.75245	no
AT1G05510	WT	hy5	NOTEST	0	0	no
AT1G05520	WT	hy5	NOTEST	3.93618	3.39334	no
AT1G05530	WT	hy5	NOTEST	0.506722	0	no
AT1G05540	WT	hy5	NOTEST	0.487737	1.27609	no
AT1G05550	WT	hy5	NOTEST	0	0	no
AT1G05560	WT	hy5	NOTEST	6.99762	7.82049	no
AT1G05562	WT	hy5	OK	5.94675	18.2603	yes
AT1G05570	WT	hy5	NOTEST	2.04834	6.9088	no
AT1G05575	WT	hy5	NOTEST	3.26557	0	no
AT1G05577	WT	hy5	NOTEST	0	0	no
AT1G05580	WT	hy5	NOTEST	0	0	no
AT1G05590	WT	hy5	NOTEST	1.58586	1.81227	no
AT1G05600	WT	hy5	NOTEST	1.66032	0.739526	no
AT1G05610	WT	hy5	NOTEST	0	0	no
AT1G05615	WT	hy5	NOTEST	0	0	no
AT1G05620	WT	hy5	NOTEST	8.41821	1.46976	no
AT1G05630	WT	hy5	NOTEST	1.13773	2.22606	no
AT1G05640	WT	hy5	NOTEST	0.283999	0.351785	no
AT1G05650	WT	hy5	NOTEST	0.486132	0	no
AT1G05660	WT	hy5	NOTEST	0.965043	1.39881	no
AT1G05670	WT	hy5	NOTEST	0.357534	0.302331	no
AT1G05675	WT	hy5	NOTEST	0.799176	0.416678	no
AT1G05680	WT	hy5	NOTEST	1.831	0	no
AT1G05690	WT	hy5	NOTEST	1.42056	0.737843	no
AT1G05700	WT	hy5	NOTEST	0.37679	0	no
AT1G05710	WT	hy5	NOTEST	4.21303	2.80623	no
AT1G05720	WT	hy5	OK	10.7298	6.80829	no
AT1G05730	WT	hy5	NOTEST	1.65407	5.73191	no
AT1G05740	WT	hy5	NOTEST	0	0	no
AT1G05750	WT	hy5	NOTEST	0.162336	0.556724	no
AT1G05760	WT	hy5	NOTEST	0	1.24694	no
AT1G05770	WT	hy5	NOTEST	1.62032	0	no
AT1G05780	WT	hy5	NOTEST	0	5.60049	no
AT1G05785	WT	hy5	NOTEST	1.78371	0	no
AT1G05790	WT	hy5	NOTEST	0.879984	3.11139	no
AT1G05800	WT	hy5	NOTEST	0	0	no
AT1G05805	WT	hy5	NOTEST	1.93049	6.08892	no
AT1G05810	WT	hy5	NOTEST	9.56682	5.80457	no
AT1G05820	WT	hy5	NOTEST	0.317827	0	no
AT1G05830	WT	hy5	NOTEST	0.926724	2.7837	no
AT1G05835	WT	hy5	NOTEST	14.4183	10.3593	no
AT1G05840	WT	hy5	NOTEST	0.754528	6.02042	no
AT1G05850	WT	hy5	OK	154.201	94.5917	yes
AT1G05860	WT	hy5	NOTEST	0.622708	2.23803	no
AT1G05870	WT	hy5	NOTEST	6.95959	3.71275	no
AT1G05880	WT	hy5	NOTEST	0	1.6794	no
AT1G05890	WT	hy5	NOTEST	6.53486	11.1469	no
AT1G05894	WT	hy5	NOTEST	0	0	no
AT1G05900	WT	hy5	NOTEST	0.954245	3.30603	no
AT1G05910	WT	hy5	NOTEST	0.342099	1.52714	no
AT1G05920	WT	hy5	NOTEST	0	0	no
AT1G05925	WT	hy5	NOTEST	0	0	no
AT1G05930	WT	hy5	NOTEST	0	0	no
AT1G05940	WT	hy5	NOTEST	6.59891	5.97978	no
AT1G05950	WT	hy5	NOTEST	0.499814	0.688988	no
AT1G05960	WT	hy5	NOTEST	1.10778	2.17278	no
AT1G05970	WT	hy5	NOTEST	1.34057	0.836669	no
AT1G05980	WT	hy5	NOTEST	0	0	no
AT1G05990	WT	hy5	NOTEST	0	0	no
AT1G06000	WT	hy5	NOTEST	11.2906	1.84559	no
AT1G06002	WT	hy5	OK	11.2758	20.5088	no
AT1G06010	WT	hy5	NOTEST	6.36827	0	no
AT1G06020	WT	hy5	NOTEST	0	0	no
AT1G06030	WT	hy5	NOTEST	0	0	no
AT1G06040	WT	hy5	OK	42.3991	17.7901	yes
AT1G06050	WT	hy5	NOTEST	0	0	no
AT1G06060	WT	hy5	NOTEST	2.95859	7.88229	no
AT1G06070	WT	hy5	NOTEST	2.02257	2.36882	no
AT1G06080	WT	hy5	NOTEST	2.61227	5.07818	no
AT1G06090	WT	hy5	NOTEST	2.76085	0.805744	no
AT1G06100	WT	hy5	NOTEST	0	0	no
AT1G06110	WT	hy5	NOTEST	9.90011	8.12158	no
AT1G06120	WT	hy5	NOTEST	1.14453	0	no
AT1G06130	WT	hy5	NOTEST	8.36292	9.13484	no
AT1G06135	WT	hy5	NOTEST	0	0	no
AT1G06137	WT	hy5	NOTEST	0	0	no
AT1G06140	WT	hy5	NOTEST	0.34925	0.364667	no
AT1G06148	WT	hy5	NOTEST	0	0	no
AT1G06150	WT	hy5	NOTEST	1.01153	4.29004	no
AT1G06160	WT	hy5	NOTEST	3.64292	1.52328	no
AT1G06170	WT	hy5	NOTEST	0	0	no
AT1G06180	WT	hy5	NOTEST	2.41068	0.755834	no
AT1G06190	WT	hy5	OK	21.2887	17.2332	no
AT1G06200	WT	hy5	OK	10.9734	18.954	no
AT1G06210	WT	hy5	NOTEST	0.710696	3.48237	no
AT1G06220	WT	hy5	NOTEST	1.89136	4.5579	no
AT1G06225	WT	hy5	NOTEST	0	0	no
AT1G06230	WT	hy5	NOTEST	2.58254	3.21941	no
AT1G06240	WT	hy5	NOTEST	4.33388	1.42917	no
AT1G06250	WT	hy5	LOWDATA	0	0	no
AT1G06260	WT	hy5	NOTEST	0	0.524601	no
AT1G06265	WT	hy5	NOTEST	0	0.18248	no
AT1G06270	WT	hy5	NOTEST	1.34416	1.11789	no
AT1G06280	WT	hy5	NOTEST	0	0	no
AT1G06290	WT	hy5	NOTEST	6.97492	10.2372	no
AT1G06310	WT	hy5	NOTEST	0	0	no
AT1G06320	WT	hy5	NOTEST	0	0	no
AT1G06330	WT	hy5	NOTEST	0	0	no
AT1G06340	WT	hy5	NOTEST	0.904055	0	no
AT1G06350	WT	hy5	NOTEST	1.56508	2.77249	no
AT1G06360	WT	hy5	OK	26.5625	17.478	no
AT1G06370	WT	hy5	NOTEST	0	0.76243	no
AT1G06380	WT	hy5	NOTEST	4.88855	3.36734	no
AT1G06390	WT	hy5	NOTEST	3.98963	6.44669	no
AT1G06400	WT	hy5	NOTEST	10.2503	10.3091	no
AT1G06410	WT	hy5	OK	10.3695	20.2052	yes
AT1G06420	WT	hy5	NOTEST	0	0.653882	no
AT1G06430	WT	hy5	OK	14.2906	14.6659	no
AT1G06440	WT	hy5	NOTEST	1.06422	0.916543	no
AT1G06450	WT	hy5	NOTEST	0.762104	0	no
AT1G06460	WT	hy5	OK	23.1613	22.9297	no
AT1G06470	WT	hy5	NOTEST	1.13372	0.631267	no
AT1G06475	WT	hy5	NOTEST	3.50711	5.67185	no
AT1G06480	WT	hy5	NOTEST	0	0	no
AT1G06490	WT	hy5	NOTEST	0	0.457472	no
AT1G06500	WT	hy5	NOTEST	3.22422	6.07933	no
AT1G06510	WT	hy5	NOTEST	1.65103	1.13877	no
AT1G06515	WT	hy5	NOTEST	6.99793	7.62926	no
AT1G06520	WT	hy5	NOTEST	0	0	no
AT1G06530	WT	hy5	OK	15.1915	23.3785	no
AT1G06540	WT	hy5	NOTEST	0	0	no
AT1G06550	WT	hy5	NOTEST	3.00032	4.80483	no
AT1G06560	WT	hy5	NOTEST	1.45524	0.577057	no
AT1G06570	WT	hy5	NOTEST	5.77713	5.65293	no
AT1G06580	WT	hy5	NOTEST	0.927412	0.640254	no
AT1G06590	WT	hy5	NOTEST	0.386007	1.23484	no
AT1G06610	WT	hy5	NOTEST	0	0	no
AT1G06620	WT	hy5	NOTEST	3.28037	4.78741	no
AT1G06630	WT	hy5	NOTEST	0	5.98817	no
AT1G06640	WT	hy5	OK	20.6551	12.2727	no
AT1G06645	WT	hy5	NOTEST	0.434779	2.86908	no
AT1G06650	WT	hy5	OK	6.69855	12.303	no
AT1G06660	WT	hy5	NOTEST	1.03047	0.57097	no
AT1G06670	WT	hy5	NOTEST	0.909025	2.80156	no
